From,To,Relation,Relation_details,Actor_A_OCgroupmemberships,Actor_B_OCgroupmemberships
585,1751,Legitimate,close associate,"G62, G66",G62
585,783,Co-Offenders,a high level dealer,"G62, G66",G62
585,586,Co-Offenders,btb supplying drugs,"G62, G66",G62
585,1897,Co-Offenders,drug paraphernalia,"G62, G66",G62
585,153,Co-Offenders,Same Cell,"G62, G66",G62
585,157,Co-Offenders,Same Cell,"G62, G66",G62
585,282,Co-Offenders,Same Cell,"G62, G66",G62
585,292,Co-Offenders,Same Cell,"G62, G66",G62
585,297,Co-Offenders,Same Cell,"G62, G66",G62
585,699,Co-Offenders,Same Cell,"G62, G66",G62
585,1475,Co-Offenders,Same Cell,"G62, G66",G62
585,1618,Co-Offenders,Same Cell,"G62, G66",G62
585,1751,Co-Offenders,Same Cell,"G62, G66",G62
585,2119,Co-Offenders,Same Cell,"G62, G66",G62
585,586,Kinship,brother,"G62, G66",G62
585,1897,Legitimate,manages 586s store,"G62, G66",G62
589,222,Formal Criminal Organization,involved in a shooting,G48,NONE
589,1209,Co-Offenders,bt have conducted surveillance,G48,G48
589,1209,Formal Criminal Organization,,G48,G48
591,2068,Legitimate,btb owner of helicopter,G13,"G13, G14"
591,68,Legitimate,btb owner of helicopter,G13,"G13, G15, G16"
599,864,Legitimate,Associate,NONE,NONE
599,1239,Kinship,Cousins,NONE,NONE
599,1898,Kinship,Nephew/Uncle,NONE,NONE
599,2030,Legitimate,Associate,NONE,NONE
599,929,Legitimate,Associate,NONE,G158
612,1021,Co-Offenders,crack cocaine,G57,G57
612,179,Co-Offenders,Same Cell,G57,G57
612,179,Formal Criminal Organization,,G57,G57
612,1021,Formal Criminal Organization,,G57,G57
613,614,Kinship,btb nephew,G26,NONE
613,614,Legitimate,same address,G26,NONE
622,577,Legitimate,associate,G36,NONE
622,577,Formal Criminal Organization,,G36,NONE
622,992,Co-Offenders,bt sell cocaine,G36,NONE
622,1535,Legitimate,,G36,NONE
626,1660,Legitimate,,NONE,NONE
626,2163,Legitimate,,NONE,NONE
640,1621,Legitimate,Associate,NONE,"G49, G99"
640,1621,Co-Offenders,trafficking and growing marihuana,NONE,"G49, G99"
641,583,Co-Offenders,Supplier,G64,NONE
641,996,Co-Offenders,directed by 642 to assault a cocaine trafficker,G64,NONE
641,1298,Co-Offenders,directed by 642 re drug-related matters,G64,G64
641,1727,Co-Offenders,directed by 642 re drug-related matters,G64,G64
641,824,Co-Offenders,directs cocaine distribution network,G64,G64
641,307,Co-Offenders,drug offences,G64,G64
641,639,Co-Offenders,money re cocaine payments,G64,G64
641,1906,Co-Offenders,Same Cell,G64,G64
641,1265,Co-Offenders,Supplier,G64,G64
641,1732,Co-Offenders,Supplier for 642 et al,G64,G64
641,2181,Co-Offenders,Supplier for 642 et al,G64,G64
641,307,Kinship,former common-law spouse,G64,G64
641,639,Legitimate,Directors,G64,G64
641,307,Legitimate,former co-directors,G64,G64
641,397,Legitimate,,G64,G64
641,2060,Formal Criminal Organization,bt have someone assaulted for selling cocaine,G64,G64
641,307,Formal Criminal Organization,threatened,G64,G64
645,1043,Legitimate,Associate,G141,NONE
645,387,Legitimate,Associate,G141,"G136, G152"
645,325,Co-Offenders,a reliable drug distributor,G141,G141
645,370,Co-Offenders,"importing & trafficking heroin, cocaine, Ecstacy & meth",G141,G141
645,757,Co-Offenders,"importing & trafficking heroin, cocaine, Ecstacy & meth",G141,G141
657,1991,Legitimate,Associate,NONE,NONE
659,149,Co-Offenders,"btb importing/ exporting heroin, cocaine & marihuana","G118, G135",G135
659,271,Co-Offenders,"btb importing/ exporting heroin, cocaine & marihuana","G118, G135",G135
659,946,Co-Offenders,"btb importing/ exporting heroin, cocaine & marihuana","G118, G135",G135
659,984,Co-Offenders,"btb importing/ exporting heroin, cocaine & marihuana","G118, G135",G135
659,1761,Co-Offenders,bt obtain heroin,"G118, G135",G135
659,149,Kinship,Uncle/Nephew,"G118, G135",G135
662,251,Kinship,Father/Daughter,NONE,NONE
662,663,Co-Offenders,Money Laundering,NONE,NONE
662,663,Kinship,Father/Son,NONE,NONE
662,664,Kinship,Father/Son,NONE,NONE
662,665,Kinship,Uincle/Nephew,NONE,NONE
663,251,Co-Offenders,Money Laundering,NONE,NONE
663,251,Kinship,Siblings,NONE,NONE
663,665,Co-Offenders,Money Laundering,NONE,NONE
663,665,Kinship,Siblings,NONE,NONE
664,255,Legitimate,btb associates,NONE,G1
665,251,Co-Offenders,Money Laundering,NONE,NONE
665,251,Kinship,Siblings,NONE,NONE
670,1117,Kinship,Spouse,G143,G143
672,781,Co-Offenders,monitoring US border patrol frequency,G46,G46
672,673,Kinship,brother,G46,G46
674,617,Co-Offenders,arrested & charged,G112,G112
674,1316,Co-Offenders,arrested together,G112,G112
679,1882,Legitimate,,"G8, G14, G80",NONE
679,1924,Formal Criminal Organization,,"G8, G14, G80",NONE
679,1924,Legitimate,btb formerly linked re real estate,"G8, G14, G80",NONE
679,2068,Co-Offenders,cocaine importation & distribution,"G8, G14, G80","G13, G14"
679,2068,Formal Criminal Organization,Ch3,"G8, G14, G80","G13, G14"
679,2068,Legitimate,director,"G8, G14, G80","G13, G14"
679,1158,Legitimate,associate,"G8, G14, G80",G14
679,1698,Co-Offenders,cocaine importation;  stock manipulations/  money laundering,"G8, G14, G80","G8, G14"
679,1698,Formal Criminal Organization,,"G8, G14, G80","G8, G14"
679,1698,Legitimate,director,"G8, G14, G80","G8, G14"
679,1708,Co-Offenders,cocaine importation & distribution,"G8, G14, G80","G8, G14, G21"
679,1708,Legitimate,director,"G8, G14, G80","G8, G14, G21"
682,1960,Co-Offenders,Cocaine,G185,NONE
682,1961,Co-Offenders,Cocaine,G185,NONE
682,596,Co-Offenders,Same Cell,G185,G185
682,683,Co-Offenders,"Assualt, theft PPT, & fraud",G185,G185
682,684,Co-Offenders,"Assualt, theft PPT, & fraud",G185,G185
682,776,Co-Offenders,Same Cell,G185,G185
682,1290,Co-Offenders,Same Cell,G185,G185
682,1353,Co-Offenders,Same Cell,G185,G185
682,1366,Co-Offenders,Same Cell,G185,G185
682,1657,Co-Offenders,Same Cell,G185,G185
682,1854,Co-Offenders,Same Cell,G185,G185
682,596,Formal Criminal Organization,,G185,G185
682,683,Formal Criminal Organization,,G185,G185
682,684,Formal Criminal Organization,,G185,G185
682,776,Formal Criminal Organization,,G185,G185
682,1290,Formal Criminal Organization,,G185,G185
682,1353,Formal Criminal Organization,,G185,G185
682,1366,Formal Criminal Organization,,G185,G185
682,1657,Formal Criminal Organization,,G185,G185
682,1854,Formal Criminal Organization,,G185,G185
682,683,Kinship,Brothers,G185,G185
682,684,Kinship,Brothers,G185,G185
684,683,Co-Offenders,"Assualt, theft PPT, & fraud",G185,G185
684,683,Formal Criminal Organization,,G185,G185
684,683,Kinship,Brothers,G185,G185
685,548,Kinship,Father/Daughter,NONE,NONE
685,687,Kinship,Father/Daughter,NONE,NONE
685,738,Kinship,Father/Daughter,NONE,NONE
685,1694,Kinship,Father/Son,NONE,NONE
687,548,Kinship,Mother/Son,NONE,NONE
687,548,Legitimate,director /officer,NONE,NONE
687,686,Kinship,Siblings,NONE,NONE
687,878,Kinship,Spouse,NONE,NONE
687,878,Legitimate,officers,NONE,NONE
689,691,Co-Offenders,theft ring,G63,NONE
689,691,Kinship,brother,G63,NONE
689,692,Legitimate,associate,G63,NONE
689,786,Co-Offenders,btb theft ring,G63,NONE
689,1295,Co-Offenders,btb theft ring,G63,NONE
689,1296,Co-Offenders,theft ring,G63,NONE
689,1675,Co-Offenders,btb theft ring,G63,NONE
690,691,Kinship,father/ son,G35,NONE
690,747,Co-Offenders,btb enforcer,G35,NONE
690,747,Formal Criminal Organization,,G35,NONE
690,1249,Co-Offenders,associate,G35,NONE
690,1249,Formal Criminal Organization,,G35,NONE
690,1476,Co-Offenders,btb working together,G35,NONE
690,1476,Formal Criminal Organization,,G35,NONE
690,2019,Co-Offenders,,G35,NONE
690,752,Co-Offenders,btb supplied,G35,"G23, G39, G41, G66, G89"
690,1350,Co-Offenders,btb working closely together re cocaine,G35,"G23, G41, G66, G89"
690,1993,Co-Offenders,btb working together,G35,G35
690,780,Co-Offenders,cocaine,G35,G35
690,472,Formal Criminal Organization,,G35,G35
690,780,Formal Criminal Organization,,G35,G35
690,876,Formal Criminal Organization,,G35,G35
690,1580,Formal Criminal Organization,,G35,G35
690,1981,Formal Criminal Organization,,G35,G35
690,1993,Formal Criminal Organization,,G35,G35
690,689,Kinship,father/ son,G35,G63
695,474,Co-Offenders,arrested for possession of cocaine,G183,G98
702,704,Kinship,btb father/ son,G65,G65
707,1710,Legitimate,,"G47, G65",NONE
707,1710,Co-Offenders,btb flying marihuana,"G47, G65",NONE
707,78,Legitimate,operated helicopter,"G47, G65",G47
707,848,Co-Offenders,bt assist with the marihuana harvests,"G47, G65",G65
707,1947,Co-Offenders,bt clip marihuana for the grow ops,"G47, G65",G65
707,243,Co-Offenders,Same Cell,"G47, G65",G65
707,399,Co-Offenders,Same Cell,"G47, G65",G65
707,668,Co-Offenders,Same Cell,"G47, G65",G65
707,702,Co-Offenders,Same Cell,"G47, G65",G65
707,703,Co-Offenders,Same Cell,"G47, G65",G65
707,704,Co-Offenders,Same Cell,"G47, G65",G65
707,705,Co-Offenders,Same Cell,"G47, G65",G65
707,706,Co-Offenders,Same Cell,"G47, G65",G65
707,911,Co-Offenders,Same Cell,"G47, G65",G65
707,1162,Co-Offenders,Same Cell,"G47, G65",G65
707,1163,Co-Offenders,Same Cell,"G47, G65",G65
707,2018,Co-Offenders,Same Cell,"G47, G65",G65
707,2110,Co-Offenders,Same Cell,"G47, G65",G65
707,2135,Co-Offenders,Same Cell,"G47, G65",G65
707,702,Kinship,brother,"G47, G65",G65
707,703,Kinship,brother,"G47, G65",G65
707,705,Kinship,Father/Son,"G47, G65",G65
707,706,Kinship,Mother/Son,"G47, G65",G65
707,1162,Kinship,Spouse,"G47, G65",G65
707,1163,Kinship,Step-son,"G47, G65",G65
707,725,Legitimate,sold his helicopter,"G47, G65",G65
710,1063,Co-Offenders,both arrested re shooting,"G50, G110",NONE
710,589,Formal Criminal Organization,suspect  re. shooting,"G50, G110",G48
711,405,Co-Offenders,"btb: drug import/ export, & extortion","G1, G3",NONE
711,405,Formal Criminal Organization,Ch1,"G1, G3",NONE
711,183,Co-Offenders,phone calls ,"G1, G3",G22
711,1853,Co-Offenders,"btb: drug import/ export, & extortion","G1, G3",G3
711,382,Co-Offenders,"btb: drug import/ export, & extortion","G1, G3",G3
711,731,Co-Offenders,"btb: drug import/ export, & extortion","G1, G3",G3
711,1029,Co-Offenders,"btb: drug import/ export, & extortion","G1, G3",G3
711,2057,Co-Offenders,"btb: drug import/ export, & extortion","G1, G3",G3
711,1853,Formal Criminal Organization,Ch1,"G1, G3",G3
711,731,Formal Criminal Organization,Ch1,"G1, G3",G3
711,1029,Formal Criminal Organization,Ch1,"G1, G3",G3
711,2057,Formal Criminal Organization,Ch1,"G1, G3",G3
711,382,Formal Criminal Organization,member/ prospect Ch1,"G1, G3",G3
711,1972,Co-Offenders,"btb: drug import/ export, & extortion","G1, G3","G3, G5"
711,1972,Formal Criminal Organization,Ch1,"G1, G3","G3, G5"
711,1666,Co-Offenders,btb directed by in cocaine distribution,"G1, G3",G84
712,924,Co-Offenders,Heroin Smuggling Group,NONE,"G118, G121, G135"
712,717,Legitimate,associate,NONE,G121
712,336,Co-Offenders,Money Laundering Group,NONE,G121
712,559,Co-Offenders,Marihuana Smuggling Group,NONE,G121
712,694,Co-Offenders,Synthetic Chemical Drug Smuggling Group,NONE,G121
712,715,Co-Offenders,Same Cell,NONE,G121
712,717,Co-Offenders,Marihuana Smuggling Group,NONE,G121
712,977,Co-Offenders,Synthetic Chemical Drug Smuggling Group,NONE,G121
712,1195,Co-Offenders,Heroin Smuggling Group,NONE,G121
712,1409,Co-Offenders,Money Laundering Group,NONE,G121
712,1604,Co-Offenders,Synthetic Chemical Drug Smuggling Group,NONE,G121
712,1760,Co-Offenders,Synthetic Chemical Drug Smuggling Group,NONE,G121
712,1822,Co-Offenders,Synthetic Chemical Drug Smuggling Group,NONE,G121
712,2065,Co-Offenders,Synthetic Chemical Drug Smuggling Group,NONE,G121
712,1409,Legitimate,owner,NONE,G121
712,351,Co-Offenders,Money Laundering Group,NONE,"G121, G122"
712,1196,Co-Offenders,Marihuana Smuggling Group,NONE,"G121, G126"
714,1255,Legitimate,good friends,G66,NONE
714,585,Co-Offenders,btb supplying with drugs,G66,"G62, G66"
714,1030,Legitimate,boyfriend/ girlfriend,G66,G66
714,1219,Legitimate,past associate,G66,G66
714,1649,Legitimate,past associate,G66,G66
714,1753,Legitimate,past associate,G66,G66
714,1752,Co-Offenders,bt: threatened re gambling debt,G66,G66
714,510,Co-Offenders,btb receiving  cocaine supply,G66,G66
714,1401,Co-Offenders,btb receiving  cocaine supply,G66,G66
714,1478,Co-Offenders,btb receiving  cocaine supply,G66,G66
714,145,Co-Offenders,"cocaine, heroin, & marihuana grow ops",G66,G66
714,1030,Co-Offenders,marihuana found while driving vehicle,G66,G66
714,1402,Co-Offenders,same cell,G66,G66
714,145,Kinship,btb cousin,G66,G66
721,1325,Legitimate,associate,NONE,"G13, G15, G34"
721,1325,Formal Criminal Organization,,NONE,"G13, G15, G34"
722,1747,Kinship,Former Boyfriend/Girlfriend,NONE,NONE
722,1962,Legitimate,Operated company,NONE,G108
723,847,Formal Criminal Organization,,"G15, G25, G34, G67",NONE
723,1237,Formal Criminal Organization,,"G15, G25, G34, G67",NONE
723,1318,Kinship,common-law spouse,"G15, G25, G34, G67",NONE
723,1318,Legitimate,nominee for property purchases,"G15, G25, G34, G67",NONE
723,2043,Legitimate,associate,"G15, G25, G34, G67",NONE
723,2043,Formal Criminal Organization,,"G15, G25, G34, G67",NONE
723,529,Co-Offenders,Same Cell,"G15, G25, G34, G67","G25, G67"
723,529,Legitimate,btb co-owner,"G15, G25, G34, G67","G25, G67"
723,1565,Legitimate,Director,"G15, G25, G34, G67","G29, G67"
723,1929,Legitimate,725s “right hand man”,"G15, G25, G34, G67",G67
723,12,Co-Offenders,btb money launderer,"G15, G25, G34, G67",G67
723,880,Co-Offenders,cocaine trafficking & possession,"G15, G25, G34, G67",G67
723,1929,Co-Offenders,Same Cell,"G15, G25, G34, G67",G67
723,1929,Formal Criminal Organization,,"G15, G25, G34, G67",G67
723,12,Legitimate,business links,"G15, G25, G34, G67",G67
723,2194,Formal Criminal Organization,,"G15, G25, G34, G67","G8, G29, G72"
723,2194,Legitimate,financial involvement in company,"G15, G25, G34, G67","G8, G29, G72"
729,1720,Legitimate,associate,G68,"G39, G68"
729,811,Legitimate,associate,G68,G68
729,275,Co-Offenders,Same Cell,G68,G68
729,733,Co-Offenders,Same Cell,G68,G68
729,811,Co-Offenders,Same Cell,G68,G68
729,2188,Co-Offenders,Same Cell,G68,G68
729,275,Legitimate,links in helicopter business,G68,G68
731,732,Kinship,brother,G3,NONE
731,732,Legitimate,Director/ Operator,G3,NONE
731,1435,Legitimate,Director,G3,G50
731,2181,Legitimate,associate,G3,G64
737,735,Co-Offenders,"marihuana/ cocaine, extortions & assaults",G12,G12
737,1954,Co-Offenders,"marihuana/ cocaine, extortions & assaults",G12,G12
737,1955,Co-Offenders,"marihuana/ cocaine, extortions & assaults",G12,G12
737,735,Kinship,brother,G12,G12
737,1324,Co-Offenders,"marihuana/ cocaine, extortions & assaults",G12,G123
738,739,Kinship,Spouse,NONE,NONE
741,205,Co-Offenders,arrested cocaine,G117,NONE
741,742,Co-Offenders,arrested cocaine,G117,NONE
741,1071,Co-Offenders,arrested cocaine,G117,NONE
741,1557,Co-Offenders,cocaine,G117,NONE
742,205,Co-Offenders,Cocaine,NONE,NONE
742,1071,Co-Offenders,Cocaine,NONE,NONE
743,88,Formal Criminal Organization,SOI: murder,"G122, G186",G119
743,272,Kinship,Cousins,"G122, G186",G122
743,982,Co-Offenders,Same Cell,"G122, G186",G133
743,982,Formal Criminal Organization,,"G122, G186",G133
743,1208,Co-Offenders,POI for homicide investigation,"G122, G186","G179, G186"
743,1208,Formal Criminal Organization,,"G122, G186","G179, G186"
743,1765,Legitimate,Associates,"G122, G186",G186
743,318,Co-Offenders,Same Cell,"G122, G186",G186
743,981,Co-Offenders,Same Cell,"G122, G186",G186
743,1765,Co-Offenders,Same Cell,"G122, G186",G186
743,318,Formal Criminal Organization,,"G122, G186",G186
743,981,Formal Criminal Organization,,"G122, G186",G186
743,1765,Formal Criminal Organization,,"G122, G186",G186
750,726,Co-Offenders,cocaine,G85,G85
750,1282,Co-Offenders,cocaine,G85,G85
752,1226,Formal Criminal Organization,Ch6,"G23, G39, G41, G66, G89","G10, G26, G90"
752,1226,Legitimate,bought a company from 1229,"G23, G39, G41, G66, G89","G10, G26, G90"
752,860,Legitimate,company,"G23, G39, G41, G66, G89",G23
752,1946,Legitimate,754's long time employee,"G23, G39, G41, G66, G89","G23, G24"
752,799,Legitimate,associate,"G23, G39, G41, G66, G89","G23, G30, G39"
752,1794,Co-Offenders,marihuana importation,"G23, G39, G41, G66, G89","G23, G30, G43"
752,1794,Formal Criminal Organization,Ch6,"G23, G39, G41, G66, G89","G23, G30, G43"
752,86,Legitimate,associate,"G23, G39, G41, G66, G89","G23, G40, G43"
752,86,Co-Offenders,btb long-term criminal association,"G23, G39, G41, G66, G89","G23, G40, G43"
752,85,Legitimate,associate,"G23, G39, G41, G66, G89","G23, G40, G43, G111"
752,85,Co-Offenders,btb long-term criminal association,"G23, G39, G41, G66, G89","G23, G40, G43, G111"
752,1558,Legitimate,associate,"G23, G39, G41, G66, G89","G23, G41"
752,1558,Co-Offenders,btb long-term criminal association,"G23, G39, G41, G66, G89","G23, G41"
752,1558,Kinship,btb cousin,"G23, G39, G41, G66, G89","G23, G41"
752,1350,Co-Offenders,bt supply drugs,"G23, G39, G41, G66, G89","G23, G41, G66, G89"
752,1350,Legitimate,,"G23, G39, G41, G66, G89","G23, G41, G66, G89"
752,1349,Legitimate,btb financial interest in company,"G23, G39, G41, G66, G89","G23, G41, G69"
752,844,Co-Offenders,btb long-term criminal association,"G23, G39, G41, G66, G89","G23, G69"
752,844,Formal Criminal Organization,,"G23, G39, G41, G66, G89","G23, G69"
752,1582,Formal Criminal Organization,Ch6,"G23, G39, G41, G66, G89",G28
752,1582,Legitimate,director of 2 numbered company,"G23, G39, G41, G66, G89",G28
752,2194,Formal Criminal Organization,Ch6,"G23, G39, G41, G66, G89","G8, G29, G72"
752,2194,Legitimate,director of 2 numbered company,"G23, G39, G41, G66, G89","G8, G29, G72"
752,51,Formal Criminal Organization,,"G23, G39, G41, G66, G89","G8, G9, G10, G24"
752,51,Legitimate,director of a numbered company,"G23, G39, G41, G66, G89","G8, G9, G10, G24"
752,1973,Legitimate,associate,"G23, G39, G41, G66, G89",G89
756,559,Legitimate,associate,G10,G121
756,752,Co-Offenders,associate,G10,"G23, G39, G41, G66, G89"
756,752,Formal Criminal Organization,,G10,"G23, G39, G41, G66, G89"
756,247,Co-Offenders,btb controlling drug trafficking,G10,G97
756,247,Formal Criminal Organization,Ch2 former,G10,G97
761,66,Co-Offenders,"Cocaine, marihuana, immigrant smuggling",G176,G176
761,759,Co-Offenders,"Cocaine, marihuana, immigrant smuggling",G176,G176
761,762,Co-Offenders,"Cocaine, marihuana, immigrant smuggling",G176,G176
761,763,Co-Offenders,"Cocaine, marihuana, immigrant smuggling",G176,G176
761,1300,Co-Offenders,"Cocaine, marihuana, immigrant smuggling",G176,G176
761,1301,Co-Offenders,"Cocaine, marihuana, immigrant smuggling",G176,G176
761,1552,Co-Offenders,"Cocaine, marihuana, immigrant smuggling",G176,G176
761,1830,Co-Offenders,"Cocaine, marihuana, immigrant smuggling",G176,G176
761,66,Kinship,Spouse,G176,G176
763,760,Legitimate,Co-workers,G176,NONE
763,1830,Legitimate,Associates,G176,G176
767,1025,Co-Offenders,guns,NONE,G56
769,133,Legitimate,,G165,NONE
769,1327,Legitimate,Associate,G165,NONE
769,1524,Legitimate,Associate,G165,NONE
769,459,Co-Offenders,"Prostitution, counterfeiting, homicide, auto-theft, marihuana, etc.",G165,G165
769,630,Co-Offenders,"Prostitution, counterfeiting, homicide, auto-theft, marihuana, etc.",G165,G165
769,709,Co-Offenders,"Prostitution, counterfeiting, homicide, auto-theft, marihuana, etc.",G165,G165
769,890,Co-Offenders,"Prostitution, counterfeiting, homicide, auto-theft, marihuana, etc.",G165,G165
769,961,Co-Offenders,"Prostitution, counterfeiting, homicide, auto-theft, marihuana, etc.",G165,G165
769,1919,Co-Offenders,"Prostitution, counterfeiting, homicide, auto-theft, marihuana, etc.",G165,G165
769,1950,Co-Offenders,"Prostitution, counterfeiting, homicide, auto-theft, marihuana, etc.",G165,G165
778,1251,Co-Offenders,same cell,G17,G17
778,1323,Co-Offenders,marihuana,G17,G17
778,1833,Co-Offenders,same cell,G17,G17
779,68,Co-Offenders,same cell,G16,"G13, G15, G16"
779,68,Formal Criminal Organization,member/ hangaround Ch3,G16,"G13, G15, G16"
779,1711,Co-Offenders,btb formerly linked,G16,G16
779,1889,Co-Offenders,btb: cocaine & marihuana,G16,G16
779,492,Co-Offenders,btb formerly linked,G16,"G16, G27, G38, G58"
780,1796,Legitimate,had meeting,G35,G89
793,710,Legitimate,driving vehicle,G41,"G50, G110"
798,677,Formal Criminal Organization,,NONE,NONE
798,677,Legitimate,director,NONE,NONE
798,862,Formal Criminal Organization,,NONE,NONE
798,862,Legitimate,director,NONE,NONE
798,1325,Formal Criminal Organization,,NONE,"G13, G15, G34"
798,1325,Legitimate,director,NONE,"G13, G15, G34"
798,779,Formal Criminal Organization,,NONE,G16
798,779,Legitimate,director,NONE,G16
798,812,Legitimate,business,NONE,G24
798,679,Formal Criminal Organization,,NONE,"G8, G14, G80"
798,679,Legitimate,director,NONE,"G8, G14, G80"
799,1810,Legitimate,associate,"G23, G30, G39","G30, G39"
804,181,Legitimate,associate,G69,G101
804,1349,Legitimate,business link,G69,"G23, G41, G69"
804,281,Co-Offenders,bt direct some aspects of drug operations,G69,G69
804,1499,Co-Offenders,btb  top level cocaine dealer,G69,G69
804,321,Co-Offenders,btb 806s top level cocaine dealer,G69,G69
804,1041,Co-Offenders,btb 806s top level cocaine dealer,G69,G69
804,1106,Co-Offenders,btb 806s top level cocaine dealer,G69,G69
804,1585,Co-Offenders,btb top level cocaine dealer,G69,G69
804,2095,Co-Offenders,btb top level cocaine dealer,G69,G69
804,206,Co-Offenders,cocaine supplier,G69,G69
804,1150,Co-Offenders,cocaine supplier,G69,G69
804,2128,Co-Offenders,cocaine supplier,G69,G69
804,500,Co-Offenders,drug courier,G69,G69
804,1281,Co-Offenders,drug courier,G69,G69
804,1857,Co-Offenders,drug courier,G69,G69
804,1489,Co-Offenders,lower level dealer,G69,G69
804,1905,Co-Offenders,lower level dealer,G69,G69
804,1920,Co-Offenders,lower level dealer,G69,G69
804,2088,Co-Offenders,lower level dealer,G69,G69
804,1579,Co-Offenders,Same Cell,G69,G69
804,2129,Co-Offenders,top level cocaine dealer,G69,G69
804,281,Legitimate,btb business advisor,G69,G69
804,572,Legitimate,business links,G69,G69
811,810,Kinship,spouse,G68,G68
816,723,Co-Offenders,bt owe 725 money re cocaine,G25,"G15, G25, G34, G67"
816,865,Legitimate,associate,G25,G25
816,1121,Co-Offenders,cocaine,G25,G25
816,1584,Co-Offenders,same cell,G25,G25
816,1584,Formal Criminal Organization,Ch6,G25,G25
816,529,Legitimate,associate,G25,"G25, G67"
816,529,Co-Offenders,same cell,G25,"G25, G67"
819,198,Legitimate,Third Level Associate,G175,NONE
819,1598,Legitimate,Fourth Level Associate,G175,NONE
819,1598,Co-Offenders,"cocaine, opium, crystal methamphetamine, marihuana, Ecstasy, precursor chemicals",G175,NONE
819,1705,Legitimate,Second Level Associate,G175,NONE
819,1826,Legitimate,Fourth Level Associate,G175,NONE
819,1936,Legitimate,Second Level associate,G175,NONE
819,1936,Co-Offenders,"debt collection, drugs, B&E, extortion & kidnapping",G175,NONE
819,1991,Legitimate,Second Level Associate,G175,NONE
819,5,Legitimate,Fourth Level Associate,G175,G175
819,6,Legitimate,Fourth Level Associate,G175,G175
819,83,Legitimate,Third Level Associate,G175,G175
819,84,Legitimate,Third Level Associate,G175,G175
819,1627,Legitimate,Fourth Level Associate,G175,G175
819,1735,Legitimate,Fourth Level Associate,G175,G175
819,1935,Legitimate,Second Level associate,G175,G175
819,5,Co-Offenders,"debt collection, drugs, B&E, extortion & kidnapping",G175,G175
819,6,Co-Offenders,"debt collection, drugs, B&E, extortion & kidnapping",G175,G175
819,8,Co-Offenders,"cocaine, opium, crystal meth, marihuana, Ecstasy, precursor chemicals",G175,G175
819,19,Co-Offenders,"cocaine, opium, crystal meth, marihuana, Ecstasy, precursor chemicals",G175,G175
819,83,Co-Offenders,"debt collection, drugs, B&E, extortion & kidnapping",G175,G175
819,84,Co-Offenders,"debt collection, drugs, B&E, extortion & kidnapping",G175,G175
819,159,Co-Offenders,"cocaine, opium, crystal methamphetamine, marihuana, Ecstasy, precursor chemicals",G175,G175
819,590,Co-Offenders,"cocaine, opium, crystal meth, marihuana, Ecstasy, precursor chemicals",G175,G175
819,818,Co-Offenders,"cocaine, opium, crystal meth, marihuana, Ecstasy, precursor chemicals",G175,G175
819,857,Co-Offenders,"cocaine, opium, crystal meth, marihuana, Ecstasy, precursor chemicals",G175,G175
819,1194,Co-Offenders,"cocaine, opium, crystal meth, marihuana, Ecstasy, precursor chemicals",G175,G175
819,1215,Co-Offenders,"cocaine, opium, crystal meth, marihuana, Ecstasy, precursor chemicals",G175,G175
819,1627,Co-Offenders,"debt collection, drugs, B&E, extortion & kidnapping",G175,G175
819,1735,Co-Offenders,"cocaine, opium, crystal methamphetamine, marihuana, Ecstasy, precursor chemicals",G175,G175
819,1786,Co-Offenders,"cocaine, opium, crystal meth, marihuana, Ecstasy, precursor chemicals",G175,G175
819,1825,Co-Offenders,"cocaine, opium, crystal meth, marihuana, Ecstasy, precursor chemicals",G175,G175
819,1935,Co-Offenders,"debt collection, drugs, B&E, extortion & kidnapping",G175,G175
819,1990,Co-Offenders,"cocaine, opium, crystal meth, marihuana, Ecstasy, precursor chemicals",G175,G175
819,2179,Co-Offenders,"cocaine, opium, crystal meth, marihuana, Ecstasy, precursor chemicals",G175,G175
819,1733,Legitimate,Fourth Level Associate,G175,"G175, G179"
819,1733,Co-Offenders,"cocaine, opium, crystal methamphetamine, marihuana, Ecstasy, precursor chemicals",G175,"G175, G179"
819,2194,Legitimate,Associate,G175,"G8, G29, G72"
821,626,Formal Criminal Organization,had a fight,NONE,NONE
821,68,Co-Offenders,,NONE,"G13, G15, G16"
821,68,Formal Criminal Organization,823 owed a  drug debt,NONE,"G13, G15, G16"
822,144,Legitimate,associate,"G11, G19, G21",NONE
822,592,Legitimate,associate,"G11, G19, G21",NONE
822,940,Legitimate,associate,"G11, G19, G21",NONE
822,945,Legitimate,associate,"G11, G19, G21",NONE
822,1184,Legitimate,associate,"G11, G19, G21",NONE
822,1396,Legitimate,associate,"G11, G19, G21",NONE
822,1437,Legitimate,associate,"G11, G19, G21",NONE
822,1437,Formal Criminal Organization,Ch4 former,"G11, G19, G21",NONE
822,1894,Co-Offenders,prostitution,"G11, G19, G21",NONE
822,1894,Legitimate,,"G11, G19, G21",NONE
822,1817,Co-Offenders,btb trafficking drugs,"G11, G19, G21",G19
822,616,Co-Offenders,same cell,"G11, G19, G21",G19
822,795,Co-Offenders,same cell,"G11, G19, G21",G19
822,1277,Co-Offenders,same cell,"G11, G19, G21",G19
822,1314,Co-Offenders,same cell,"G11, G19, G21",G19
822,968,Co-Offenders,same cell,"G11, G19, G21","G19, G21"
